episode,mode,mean_wait,mean_queue,total_co2,mean_speed,alpha,beta,gamma
1,ddpg,139.42056415944077,8.01608484848485,1722.7546518917525,10.492310963539387,0.6,0.3,0.1
2,ddpg,138.17733286898368,7.865515151515152,1699.8753436029133,10.709795066389551,0.6,0.3,0.1
3,ddpg,133.98139165146335,7.996230303030302,1721.0998507691857,10.688883096897191,0.6,0.3,0.1
4,ddpg,138.38765344515969,7.969854545454545,1723.1632129581305,10.76941140593138,0.6,0.3,0.1
5,ddpg,131.0089375694459,7.867248484848484,1705.865638173519,10.708483901162834,0.6,0.3,0.1
6,ddpg,132.10004673661925,8.334763636363636,1774.0897351991591,10.23896535383175,0.6,0.3,0.1
7,ddpg,138.63183340204708,8.268945454545454,1779.748900948855,9.940015870079248,0.6,0.3,0.1
8,ddpg,143.1265642322003,7.905333333333333,1700.7967408734248,10.822260327626166,0.6,0.3,0.1
9,ddpg,143.27379513290253,7.65860606060606,1686.7850709676563,10.924875972480903,0.6,0.3,0.1
10,ddpg,147.44682925909294,7.690278787878788,1659.7068615937828,10.781419819001536,0.6,0.3,0.1
11,ddpg,142.26245351311874,7.614703030303031,1680.1806307469712,11.077317715195448,0.6,0.3,0.1
12,ddpg,146.3964990073594,7.787309090909091,1695.5277872297074,10.858421198202793,0.6,0.3,0.1
13,ddpg,147.2702524631901,7.951636363636363,1704.7763925832705,10.564272456995827,0.6,0.3,0.1
14,ddpg,142.15324102807853,7.820569696969697,1700.1930750390302,10.732896894500325,0.6,0.3,0.1
15,ddpg,143.15275685313387,7.719539393939393,1678.8554800801112,11.06257776977407,0.6,0.3,0.1
16,ddpg,147.49496449095608,8.647296969696969,1847.6706141097295,9.292815204006505,0.6,0.3,0.1
17,ddpg,141.48930083063587,8.427915151515151,1814.3455397981265,9.571855667494072,0.6,0.3,0.1
18,ddpg,142.7131406123658,7.974484848484848,1730.504845579033,10.35084872852032,0.6,0.3,0.1
19,ddpg,140.5717767978048,7.791806060606061,1700.351292694337,10.606476450808644,0.6,0.3,0.1
20,ddpg,142.36260564598987,8.548048484848485,1827.6322607872694,9.787018544539123,0.6,0.3,0.1
21,ddpg,130.21311303387918,7.9679515151515155,1727.6033409152508,10.63967408419891,0.6,0.3,0.1
22,ddpg,146.87052718856947,8.093248484848484,1758.6228435800865,10.112272188927422,0.6,0.3,0.1
23,ddpg,156.20009863097548,7.831309090909091,1689.3795891509253,10.65128632763007,0.6,0.3,0.1
24,ddpg,137.08038328322573,7.94,1718.039424872737,10.628609840853066,0.6,0.3,0.1
25,ddpg,145.01351540237448,7.998545454545455,1730.3755488835043,10.287338541300866,0.6,0.3,0.1
