episode,mode,mean_wait,mean_queue,total_co2,mean_speed,alpha,beta,gamma
1,ddpg_rag,141.30659748424674,8.144460606060607,1737.4922925782223,10.371720156551342,0.6,0.3,0.1
2,ddpg_rag,138.39537644528826,7.851163636363636,1694.2546974711306,10.804655561772401,0.61,0.29,0.1
3,ddpg_rag,123.70979534454173,8.098957575757575,1738.4037281346402,10.432701891180942,0.614,0.286,0.1
4,ddpg_rag,138.0759966771688,7.702884848484847,1684.1841237290614,11.080213946713481,0.6162,0.2838,0.1
5,ddpg_rag,132.435266229405,7.938084848484848,1725.3553520478415,10.408883381426614,0.621,0.279,0.1
6,ddpg_rag,140.6084346767784,8.120145454545455,1752.358350709127,10.344975758477238,0.6216,0.2784,0.1
7,ddpg_rag,130.60715874048097,8.5376,1817.0300896970084,9.636137464644296,0.6273,0.2727,0.1
8,ddpg_rag,137.2692043634709,7.913515151515152,1708.8336404179347,10.646081444187041,0.6278,0.2702,0.102
9,ddpg_rag,140.67746003176748,7.93690909090909,1718.3223177116254,10.517417383994866,0.6292,0.2692,0.1016
10,ddpg_rag,130.9524792189385,7.930024242424242,1714.5198691356768,10.589620770449486,0.6294,0.2674,0.1032
11,ddpg_rag,131.07555262860922,7.853418181818182,1709.2594013056932,10.805052498126148,0.6295,0.2659,0.1046
12,ddpg_rag,145.3395503615506,8.057212121212121,1744.7946452513456,10.206834527289043,0.6306,0.2647,0.1047
13,ddpg_rag,134.38987781578248,8.214812121212121,1759.202304506534,10.132860684400592,0.6315,0.2638,0.1047
14,ddpg_rag,140.8861276442729,7.8628484848484845,1704.5909067448501,10.86526399111347,0.6312,0.263,0.1058
15,ddpg_rag,147.18974634849428,7.741478787878788,1688.262651936323,10.96202085214772,0.632,0.2634,0.1046
16,ddpg_rag,161.74163385173227,8.613369696969697,1838.9553574743331,9.216493495069914,0.6356,0.2607,0.1037
17,ddpg_rag,161.4186995487063,8.42438787878788,1805.4281978178417,9.556687937666435,0.6365,0.2606,0.1029
18,ddpg_rag,144.18365628747506,8.271515151515151,1772.2428007859608,10.046760338456046,0.6372,0.2605,0.1023
19,ddpg_rag,147.01024394334053,8.246278787878786,1794.8518474169957,9.49973024537453,0.6398,0.2584,0.1018
20,ddpg_rag,144.99902772407998,8.146036363636362,1754.6470627684505,10.269764542377143,0.6418,0.2567,0.1015
21,ddpg_rag,149.43112443624187,8.00478787878788,1730.484316854922,10.345944884483123,0.6434,0.2554,0.1012
22,ddpg_rag,159.52767740446032,7.9373818181818185,1726.0563365546166,10.345310018342387,0.6447,0.2543,0.101
23,ddpg_rag,149.13780408894078,7.7623030303030305,1683.93921270767,10.790633260705944,0.6448,0.2544,0.1008
24,ddpg_rag,141.87404995948452,8.453927272727272,1826.043044442135,9.539441584616704,0.6418,0.2555,0.1027
25,ddpg_rag,144.7905511875801,7.853757575757576,1699.5728684179753,10.591390979971358,0.6434,0.2564,0.1002
