episode,mode,mean_wait,mean_queue,total_co2,mean_speed,alpha,beta,gamma
1,ppo,133.90181134647892,8.905442424242423,1842.1677937638499,9.164759794741887,0.6,0.3,0.1
2,ppo,142.92742088853967,9.910836363636365,2001.0830315640198,8.00053788610472,0.6,0.3,0.1
3,ppo,145.79651352700995,10.334521212121212,2054.40128178525,7.675060641346227,0.6,0.3,0.1
4,ppo,133.44334844874922,9.732072727272728,1975.4600425511192,8.377198168532619,0.6,0.3,0.1
5,ppo,169.05926214077965,11.320642424242424,2211.7776963708757,6.922244953053666,0.6,0.3,0.1
6,ppo,139.19722927723456,7.904036363636362,1723.6180927630953,10.707082259421869,0.6,0.3,0.1
7,ppo,140.51846169497998,10.557139393939392,2119.794467310622,7.299478536757501,0.6,0.3,0.1
8,ppo,162.8215968016397,11.512618181818182,2261.2036349840864,6.743614784955537,0.6,0.3,0.1
9,ppo,157.63315189365443,11.009854545454544,2178.7943124393073,7.138268643159574,0.6,0.3,0.1
10,ppo,126.5918715046207,8.068084848484848,1744.5884567041312,10.352611702746515,0.6,0.3,0.1
11,ppo,120.06644600963467,8.952448484848487,1865.9656172829855,9.471456456741429,0.6,0.3,0.1
12,ppo,120.0408242971235,7.838593939393939,1705.1801976067545,10.953899690456467,0.6,0.3,0.1
13,ppo,117.60743002646004,8.071757575757575,1731.9251413451548,10.71198206827569,0.6,0.3,0.1
14,ppo,126.43348511578913,8.620327272727273,1814.1639801164122,9.807634761190476,0.6,0.3,0.1
15,ppo,120.95340498721826,8.137866666666667,1744.9454904806244,10.530304388012615,0.6,0.3,0.1
16,ppo,150.13410597911272,8.078763636363636,1729.2886741170867,10.258211221273017,0.6,0.3,0.1
17,ppo,123.82983519515662,7.891927272727273,1709.377451697666,10.911913730439808,0.6,0.3,0.1
18,ppo,129.14996449328353,7.548157575757575,1659.8447884767743,11.250174499293383,0.6,0.3,0.1
19,ppo,119.78299717913806,8.08810909090909,1759.1997895442857,10.364216876299265,0.6,0.3,0.1
20,ppo,140.6639406999811,7.903018181818181,1714.6549264386038,10.69089914110408,0.6,0.3,0.1
21,ppo,133.7636963856237,7.677139393939394,1680.3035409054546,11.166905002488072,0.6,0.3,0.1
22,ppo,131.14724256345372,7.791212121212121,1691.1684023434052,10.913883018427494,0.6,0.3,0.1
23,ppo,131.29551880613042,7.608121212121212,1669.3708377669288,11.097687537940663,0.6,0.3,0.1
24,ppo,123.78243925162185,8.19700606060606,1762.1043905794272,10.433353629108936,0.6,0.3,0.1
25,ppo,133.9677058614726,7.871284848484849,1703.400532062893,10.779469864351418,0.6,0.3,0.1
