episode,mode,mean_wait,mean_queue,total_co2,mean_speed,alpha,beta,gamma
1,dqn,99.35810987447407,9.226969696969698,2389.2157917379645,8.21642030432834,0.6,0.3,0.1
2,dqn,98.89998518881214,9.154969696969697,2375.0583278223476,8.29647382048646,0.6,0.3,0.1
3,dqn,85.97204745759241,8.58109090909091,2284.3808880866964,8.986802233273705,0.6,0.3,0.1
4,dqn,87.00410108277437,8.613066666666668,2300.7670179114375,8.82942080369225,0.6,0.3,0.1
5,dqn,101.80605313734061,9.30832727272727,2411.0094709562977,8.150731716605726,0.6,0.3,0.1
6,dqn,101.52529496399437,9.424060606060609,2432.923447843097,8.100500644048253,0.6,0.3,0.1
7,dqn,111.40504866952666,9.866387878787878,2504.482846662351,7.644575072999586,0.6,0.3,0.1
8,dqn,112.3100754178955,9.891139393939396,2485.205063977777,7.670084560561035,0.6,0.3,0.1
9,dqn,98.89741017969045,9.284763636363635,2393.309818247505,8.195739741349511,0.6,0.3,0.1
10,dqn,97.67612329270808,9.248072727272728,2381.149706472151,8.283417606198158,0.6,0.3,0.1
11,dqn,85.52402157848873,8.434933333333333,2266.567865153768,9.061013344098255,0.6,0.3,0.1
12,dqn,105.82290408258416,9.597115151515151,2438.38270842974,7.964303117901281,0.6,0.3,0.1
13,dqn,84.82314571003656,8.392581818181817,2249.816216426281,9.056358256609284,0.6,0.3,0.1
14,dqn,101.41507167111416,9.360945454545455,2416.519609962904,8.11720383973386,0.6,0.3,0.1
15,dqn,98.5512182998592,9.116181818181818,2370.7335994977007,8.343628078692511,0.6,0.3,0.1
16,dqn,95.4170986121733,8.862121212121211,2335.4537914558687,8.412695749107199,0.6,0.3,0.1
17,dqn,104.89273263583972,9.154363636363636,2389.2820241557793,8.13891155509715,0.6,0.3,0.1
18,dqn,107.54153165112987,9.722509090909092,2468.47943308775,7.849500752239843,0.6,0.3,0.1
19,dqn,106.51683196396205,9.586048484848485,2449.7093966968796,7.901613967166796,0.6,0.3,0.1
20,dqn,105.65092569875556,9.66390303030303,2466.530044280786,7.9812582981291404,0.6,0.3,0.1
21,dqn,98.06052182476641,9.183721212121212,2379.900370588127,8.30122313536992,0.6,0.3,0.1
22,dqn,113.11852945140721,9.824242424242424,2483.5044842619764,7.731713840483474,0.6,0.3,0.1
23,dqn,100.10910768955685,9.316230303030304,2394.0880481573813,8.179152163786608,0.6,0.3,0.1
24,dqn,106.48313780309009,9.497878787878788,2444.0656659192655,7.997001115558118,0.6,0.3,0.1
25,dqn,108.52845607320998,9.631357575757576,2465.0888543562723,7.807984045668519,0.6,0.3,0.1
